a;b;Algorithm;Time
3;3;GTGRE2;3.23155e-005
3;3;GTGRE2;1.49917e-005
3;3;GTGRE2;1.36591e-005
3;3;GTGRE2;1.73237e-005
3;3;GTGRE2;1.43254e-005
3;3;GTGRE2;1.36591e-005
4;4;GTGRE2;4.09773e-005
4;4;GTGRE2;4.06442e-005
4;4;GTGRE2;3.96447e-005
5;5;GTGRE2;8.26209e-005
5;5;GTGRE2;8.09552e-005
5;5;GTGRE2;8.19547e-005
6;6;GTGRE2;0.000203221
6;6;GTGRE2;0.000198557
6;6;GTGRE2;0.000197557
8;8;GTGRE2;0.000579013
8;8;GTGRE2;0.000574682
8;8;GTGRE2;0.000578347
10;10;GTGRE2;0.00150084
10;10;GTGRE2;0.00152649
10;10;GTGRE2;0.00150017
13;13;GTGRE2;0.00503555
13;13;GTGRE2;0.0050642
13;13;GTGRE2;0.00505254
16;16;GTGRE2;0.0123818
16;16;GTGRE2;0.0110156
16;16;GTGRE2;0.0106484
20;20;GTGRE2;0.0299065
20;20;GTGRE2;0.0294011
20;20;GTGRE2;0.0299967
25;25;GTGRE2;0.0966912
25;25;GTGRE2;0.0963167
25;25;GTGRE2;0.0974627
32;32;GTGRE2;0.35095
32;32;GTGRE2;0.346942
32;32;GTGRE2;0.352945
40;40;GTGRE2;1.01892
40;40;GTGRE2;1.0143
40;40;GTGRE2;1.01177
51;51;GTGRE2;2.69423
51;51;GTGRE2;2.69194
51;51;GTGRE2;2.70873
64;64;GTGRE2;7.12076
64;64;GTGRE2;7.10473
64;64;GTGRE2;7.07827
81;81;GTGRE2;19.3356
81;81;GTGRE2;19.2721
81;81;GTGRE2;19.267
102;102;GTGRE2;64.0228
102;102;GTGRE2;63.9815
102;102;GTGRE2;64.0599
