a;b;Algorithm;Time
3;2;KR1992MDRGR;0.000151916
3;2;KR1992MDRGR;0.00011427
3;2;KR1992MDRGR;9.8279e-005
4;2;KR1992MDRGR;0.000354804
4;2;KR1992MDRGR;0.000298501
4;2;KR1992MDRGR;0.00028984
5;2;KR1992MDRGR;0.000686953
5;2;KR1992MDRGR;0.000637314
5;2;KR1992MDRGR;0.000640312
7;3;KR1992MDRGR;0.00493327
7;3;KR1992MDRGR;0.00482033
7;3;KR1992MDRGR;0.00484665
9;3;KR1992MDRGR;0.0128875
9;3;KR1992MDRGR;0.0128219
9;3;KR1992MDRGR;0.0127749
12;3;KR1992MDRGR;0.0427537
12;3;KR1992MDRGR;0.042716
12;3;KR1992MDRGR;0.0424135
16;4;KR1992MDRGR;0.234083
16;4;KR1992MDRGR;0.231895
16;4;KR1992MDRGR;0.230697
21;5;KR1992MDRGR;1.05396
21;5;KR1992MDRGR;1.05231
21;5;KR1992MDRGR;1.05325
28;5;KR1992MDRGR;3.67136
28;5;KR1992MDRGR;3.66119
28;5;KR1992MDRGR;3.65808
37;6;KR1992MDRGR;15.9614
37;6;KR1992MDRGR;15.9591
37;6;KR1992MDRGR;15.9702
49;7;KR1992MDRGR;72.8287
49;7;KR1992MDRGR;72.4439
49;7;KR1992MDRGR;72.6012
64;8;KR1992MDRGR;319.71
