a;b;Algorithm;Time
2;4;GT Dyn;0.000206886
2;4;GT Dyn;0.000171905
2;4;GT Dyn;0.000169906
2;6;GT Dyn;0.000135592
2;6;GT Dyn;0.000127263
2;6;GT Dyn;0.000120267
3;8;GT Dyn;0.00183399
3;8;GT Dyn;0.00182199
3;8;GT Dyn;0.00177902
3;11;GT Dyn;0.0027115
3;11;GT Dyn;0.00261622
3;11;GT Dyn;0.00262122
4;16;GT Dyn;0.0161677
4;16;GT Dyn;0.0159215
4;16;GT Dyn;0.00790962
5;23;GT Dyn;0.133426
5;23;GT Dyn;0.133476
5;23;GT Dyn;0.133577
6;32;GT Dyn;0.580763
6;32;GT Dyn;0.581247
6;32;GT Dyn;0.581562
7;45;GT Dyn;0.675831
7;45;GT Dyn;0.671544
7;45;GT Dyn;0.673961
8;64;GT Dyn;1.54129
8;64;GT Dyn;1.53939
8;64;GT Dyn;1.54006
10;91;GT Dyn;28.6564
10;91;GT Dyn;28.9044
10;91;GT Dyn;28.6899
11;128;GT Dyn;16.1523
11;128;GT Dyn;16.1023
11;128;GT Dyn;16.0791
13;181;GT Dyn;568.082
