a;b;Algorithm;Time
3;2;GT Dyn;0.000103276
3;2;GT Dyn;7.99558e-005
3;2;GT Dyn;7.89563e-005
4;2;GT Dyn;0.000257857
4;2;GT Dyn;0.000249529
4;2;GT Dyn;0.000235536
5;2;GT Dyn;0.000670629
5;2;GT Dyn;0.000646975
5;2;GT Dyn;0.000639646
7;3;GT Dyn;0.00707042
7;3;GT Dyn;0.00690818
7;3;GT Dyn;0.0069365
9;3;GT Dyn;0.0193873
9;3;GT Dyn;0.0188799
9;3;GT Dyn;0.0178105
12;3;GT Dyn;0.0549639
12;3;GT Dyn;0.0546894
12;3;GT Dyn;0.0549892
16;4;GT Dyn;0.351365
16;4;GT Dyn;0.351565
16;4;GT Dyn;0.351672
21;5;GT Dyn;1.82518
21;5;GT Dyn;1.82121
21;5;GT Dyn;1.82538
28;5;GT Dyn;1.43002
28;5;GT Dyn;1.43073
28;5;GT Dyn;1.43165
37;6;GT Dyn;10.3534
37;6;GT Dyn;10.3605
37;6;GT Dyn;10.5852
49;7;GT Dyn;126.972
49;7;GT Dyn;128.113
49;7;GT Dyn;128.827
64;8;GT Dyn;269.885
