Size;Algorithm;Time
32;GT N3;0
32;GT N3;0.001
32;GT N3;0
64;GT N3;0.001
64;GT N3;0.002
64;GT N3;0.001
128;GT N3;0.012
128;GT N3;0.015
128;GT N3;0.012
256;GT N3;0.086
256;GT N3;0.086
256;GT N3;0.086
512;GT N3;0.859
512;GT N3;0.834
512;GT N3;0.825
1024;GT N3;7.698
1024;GT N3;7.693
1024;GT N3;7.688
2048;GT N3;61.561
2048;GT N3;61.795
2048;GT N3;61.796
