Size;Algorithm;Time
32;KR;0.02
32;KR;0.021
32;KR;0.024
64;KR;0.186
64;KR;0.176
64;KR;0.166
128;KR;1.269
128;KR;1.209
128;KR;1.211
256;KR;10.344
256;KR;10.344
256;KR;10.371
