a;b;Algorithm;Time
3;3;KR1992RGR;0.00243365
3;3;KR1992RGR;0.0023407
3;3;KR1992RGR;0.00232004
3;3;KR1992RGR;0.00232004
3;3;KR1992RGR;0.00223242
3;3;KR1992RGR;0.00223842
4;4;KR1992RGR;0.0163696
4;4;KR1992RGR;0.0160887
4;4;KR1992RGR;0.0159848
5;5;KR1992RGR;0.065232
5;5;KR1992RGR;0.0615638
5;5;KR1992RGR;0.0608995
6;6;KR1992RGR;0.206342
6;6;KR1992RGR;0.206729
6;6;KR1992RGR;0.209369
8;8;KR1992RGR;1.28023
8;8;KR1992RGR;1.2791
8;8;KR1992RGR;1.27883
10;10;KR1992RGR;5.76426
10;10;KR1992RGR;5.77402
10;10;KR1992RGR;5.78136
13;13;KR1992RGR;246.316
13;13;KR1992RGR;249.233
13;13;KR1992RGR;252.01
