a;b;Algorithm;Time
3;3;KR1992MDRGR;0.000219211
3;3;KR1992MDRGR;0.000148251
3;3;KR1992MDRGR;0.000150583
3;3;KR1992MDRGR;0.00016724
3;3;KR1992MDRGR;0.000147918
3;3;KR1992MDRGR;0.000150916
4;4;KR1992MDRGR;0.00109972
4;4;KR1992MDRGR;0.00104742
4;4;KR1992MDRGR;0.00104175
5;5;KR1992MDRGR;0.00204653
5;5;KR1992MDRGR;0.00195458
5;5;KR1992MDRGR;0.00196291
6;6;KR1992MDRGR;0.00861487
6;6;KR1992MDRGR;0.00856757
6;6;KR1992MDRGR;0.00844697
8;8;KR1992MDRGR;0.0914648
8;8;KR1992MDRGR;0.0906106
8;8;KR1992MDRGR;0.0906242
10;10;KR1992MDRGR;0.632482
10;10;KR1992MDRGR;0.637197
10;10;KR1992MDRGR;0.629338
13;13;KR1992MDRGR;0.458322
13;13;KR1992MDRGR;0.453457
13;13;KR1992MDRGR;0.455066
16;16;KR1992MDRGR;2.31128
16;16;KR1992MDRGR;2.31501
16;16;KR1992MDRGR;2.31955
20;20;KR1992MDRGR;4.44397
20;20;KR1992MDRGR;4.33829
20;20;KR1992MDRGR;4.34792
25;25;KR1992MDRGR;297.473
25;25;KR1992MDRGR;302.881
