a;b;Algorithm;Time
3;3;KR Mod Dyn;0.000224875
3;3;KR Mod Dyn;0.000154581
3;3;KR Mod Dyn;0.00015025
3;3;KR Mod Dyn;0.000165575
3;3;KR Mod Dyn;0.000149583
3;3;KR Mod Dyn;0.000146585
4;4;KR Mod Dyn;0.00106774
4;4;KR Mod Dyn;0.00102909
4;4;KR Mod Dyn;0.00101177
5;5;KR Mod Dyn;0.00216446
5;5;KR Mod Dyn;0.0020935
5;5;KR Mod Dyn;0.00211049
6;6;KR Mod Dyn;0.00865052
6;6;KR Mod Dyn;0.00846396
6;6;KR Mod Dyn;0.00847062
8;8;KR Mod Dyn;0.0921874
8;8;KR Mod Dyn;0.0920968
8;8;KR Mod Dyn;0.0915977
10;10;KR Mod Dyn;0.63256
10;10;KR Mod Dyn;0.634558
10;10;KR Mod Dyn;0.633044
13;13;KR Mod Dyn;0.468534
13;13;KR Mod Dyn;0.473606
13;13;KR Mod Dyn;0.469072
16;16;KR Mod Dyn;2.35502
16;16;KR Mod Dyn;2.34674
16;16;KR Mod Dyn;2.34832
20;20;KR Mod Dyn;4.42208
20;20;KR Mod Dyn;4.46891
20;20;KR Mod Dyn;4.43395
25;25;KR Mod Dyn;294.438
25;25;KR Mod Dyn;300.575
