a;b;Algorithm;Time
3;3;GTN3RGR;4.53081e-005
3;3;GTN3RGR;2.23209e-005
3;3;GTN3RGR;2.0322e-005
3;3;GTN3RGR;2.13215e-005
3;3;GTN3RGR;2.13215e-005
3;3;GTN3RGR;3.93115e-005
4;4;GTN3RGR;8.89505e-005
4;4;GTN3RGR;8.79511e-005
4;4;GTN3RGR;8.82842e-005
5;5;GTN3RGR;0.00013226
5;5;GTN3RGR;0.000135591
5;5;GTN3RGR;0.00013126
6;6;GTN3RGR;0.000423431
6;6;GTN3RGR;0.000423431
6;6;GTN3RGR;0.000420433
8;8;GTN3RGR;0.00130327
8;8;GTN3RGR;0.00129528
8;8;GTN3RGR;0.00131693
10;10;GTN3RGR;0.00449317
10;10;GTN3RGR;0.00455413
10;10;GTN3RGR;0.00453015
13;13;GTN3RGR;0.0155477
13;13;GTN3RGR;0.0154987
13;13;GTN3RGR;0.015567
16;16;GTN3RGR;0.0364917
16;16;GTN3RGR;0.0364124
16;16;GTN3RGR;0.0367869
20;20;GTN3RGR;0.110644
20;20;GTN3RGR;0.111033
20;20;GTN3RGR;0.113766
25;25;GTN3RGR;0.305521
25;25;GTN3RGR;0.307322
25;25;GTN3RGR;0.31083
32;32;GTN3RGR;1.62709
32;32;GTN3RGR;1.61893
32;32;GTN3RGR;1.56474
40;40;GTN3RGR;5.2686
40;40;GTN3RGR;5.27721
40;40;GTN3RGR;5.23185
51;51;GTN3RGR;12.7844
51;51;GTN3RGR;12.7572
51;51;GTN3RGR;12.72
64;64;GTN3RGR;33.8455
64;64;GTN3RGR;33.908
64;64;GTN3RGR;33.6085
81;81;GTN3RGR;100.315
81;81;GTN3RGR;100.31
81;81;GTN3RGR;100.162
102;102;GTN3RGR;353.459
