256;GTDRGR;0.000399111
256;GTDRGR;0.000382454
256;GTDRGR;0.000379456
512;GTDRGR;0.00170439
512;GTDRGR;0.00169739
512;GTDRGR;0.00170005
1024;GTDRGR;0.00482332
1024;GTDRGR;0.00480166
1024;GTDRGR;0.00482298
2048;GTDRGR;0.0163099
2048;GTDRGR;0.0166637
2048;GTDRGR;0.0162396
4096;GTDRGR;0.036001
4096;GTDRGR;0.0356235
4096;GTDRGR;0.0357378
8192;GTDRGR;0.0909331
8192;GTDRGR;0.0900093
8192;GTDRGR;0.0896281
16384;GTDRGR;0.077251
16384;GTDRGR;0.0793292
16384;GTDRGR;0.080226
32768;GTDRGR;0.177637
32768;GTDRGR;0.179425
32768;GTDRGR;0.179943
65536;GTDRGR;3.2738
65536;GTDRGR;3.27448
65536;GTDRGR;3.2847
131072;GTDRGR;10.6524
131072;GTDRGR;10.6611
131072;GTDRGR;10.6454
262144;GTDRGR;35.6376
262144;GTDRGR;35.3303
262144;GTDRGR;35.4212
524288;GTDRGR;138.167
524288;GTDRGR;138.11
524288;GTDRGR;138.331
