a;b;Algorithm;Time
3;3;KR1992MDGR;0.000241532
3;3;KR1992MDGR;0.000160244
3;3;KR1992MDGR;0.000156246
3;3;KR1992MDGR;0.000177901
3;3;KR1992MDGR;0.00015558
3;3;KR1992MDGR;0.000161577
4;4;KR1992MDGR;0.000709605
4;4;KR1992MDGR;0.000653636
4;4;KR1992MDGR;0.000659633
5;5;KR1992MDGR;0.0020995
5;5;KR1992MDGR;0.00200089
5;5;KR1992MDGR;0.00201188
6;6;KR1992MDGR;0.00740088
6;6;KR1992MDGR;0.00579977
6;6;KR1992MDGR;0.0057488
8;8;KR1992MDGR;0.0258423
8;8;KR1992MDGR;0.0255604
8;8;KR1992MDGR;0.0255028
10;10;KR1992MDGR;0.104156
10;10;KR1992MDGR;0.101362
10;10;KR1992MDGR;0.102522
13;13;KR1992MDGR;0.478682
13;13;KR1992MDGR;0.479399
13;13;KR1992MDGR;0.477136
16;16;KR1992MDGR;1.7257
16;16;KR1992MDGR;1.70639
16;16;KR1992MDGR;1.70073
20;20;KR1992MDGR;6.96375
20;20;KR1992MDGR;6.92994
20;20;KR1992MDGR;6.85697
25;25;KR1992MDGR;33.2793
25;25;KR1992MDGR;33.6102
25;25;KR1992MDGR;33.7723
32;32;KR1992MDGR;187.053
32;32;KR1992MDGR;188.122
32;32;KR1992MDGR;188.479
