6;Dinic;2.33204e-005
6;Dinic;6.32981e-006
6;Dinic;5.66352e-006
10;Dinic;1.86563e-005
10;Dinic;1.93226e-005
10;Dinic;1.799e-005
18;Dinic;8.995e-005
18;Dinic;8.82842e-005
18;Dinic;8.66185e-005
34;Dinic;0.000616324
34;Dinic;0.000613659
34;Dinic;0.000615324
66;Dinic;0.00481432
66;Dinic;0.00481799
66;Dinic;0.00482332
130;Dinic;0.0522163
130;Dinic;0.0518275
130;Dinic;0.0517022
258;Dinic;0.657951
258;Dinic;0.697594
258;Dinic;0.689214
514;Dinic;8.66148
514;Dinic;8.65357
514;Dinic;8.5735
1026;Dinic;128.529
1026;Dinic;128.75
1026;Dinic;127.389
