Size;Algorithm;Time
;GR;0.004
;GR;0.004
;GR;0.003
;GR;GR;0.018
;GR;GR;0.018
;GR;GR;0.018
;GR;GR;GR;0.11
;GR;GR;GR;0.102
;GR;GR;GR;0.102
;GR;GR;GR;GR;0.678
;GR;GR;GR;GR;0.668
;GR;GR;GR;GR;0.674
;GR;GR;GR;GR;GR;5.374
;GR;GR;GR;GR;GR;5.523
;GR;GR;GR;GR;GR;5.335
;GR;GR;GR;GR;GR;GR;53.373
;GR;GR;GR;GR;GR;GR;53.438
;GR;GR;GR;GR;GR;GR;53.647
;GR;GR;GR;GR;GR;GR;GR;538.036
;GR;GR;GR;GR;GR;GR;GR;537.478
;GR;GR;GR;GR;GR;GR;GR;544.369
