Size;Algorithm;Time
;EK;0
;EK;0
;EK;0
;EK;EK;0
;EK;EK;0
;EK;EK;0.001
;EK;EK;EK;0.005
;EK;EK;EK;0.006
;EK;EK;EK;0.005
;EK;EK;EK;EK;0.039
;EK;EK;EK;EK;0.038
;EK;EK;EK;EK;0.043
;EK;EK;EK;EK;EK;0.341
;EK;EK;EK;EK;EK;0.336
;EK;EK;EK;EK;EK;0.335
;EK;EK;EK;EK;EK;EK;4.184
;EK;EK;EK;EK;EK;EK;4.177
;EK;EK;EK;EK;EK;EK;4.192
;EK;EK;EK;EK;EK;EK;EK;33.947
;EK;EK;EK;EK;EK;EK;EK;33.951
;EK;EK;EK;EK;EK;EK;EK;33.91
;EK;EK;EK;EK;EK;EK;EK;EK;305.41
;EK;EK;EK;EK;EK;EK;EK;EK;305.957
;EK;EK;EK;EK;EK;EK;EK;EK;304.126
