Size;Algorithm;Time
;EK;0
;EK;0
;EK;0
;EK;EK;0
;EK;EK;0
;EK;EK;0
;EK;EK;EK;0
;EK;EK;EK;0
;EK;EK;EK;0
;EK;EK;EK;EK;0.031
;EK;EK;EK;EK;0.031
;EK;EK;EK;EK;0.032
;EK;EK;EK;EK;EK;0.36
;EK;EK;EK;EK;EK;0.359
;EK;EK;EK;EK;EK;0.36
;EK;EK;EK;EK;EK;EK;3.918
;EK;EK;EK;EK;EK;EK;3.95
;EK;EK;EK;EK;EK;EK;3.949
;EK;EK;EK;EK;EK;EK;EK;34.25
;EK;EK;EK;EK;EK;EK;EK;34.31
;EK;EK;EK;EK;EK;EK;EK;34.294
;EK;EK;EK;EK;EK;EK;EK;EK;299.68
;EK;EK;EK;EK;EK;EK;EK;EK;298.623
;EK;EK;EK;EK;EK;EK;EK;EK;296.295
