Size;Algorithm;Time
;Dinic;0
;Dinic;0.001
;Dinic;0
;Dinic;Dinic;0.001
;Dinic;Dinic;0
;Dinic;Dinic;0
;Dinic;Dinic;Dinic;0.001
;Dinic;Dinic;Dinic;0.001
;Dinic;Dinic;Dinic;0.001
;Dinic;Dinic;Dinic;Dinic;0.005
;Dinic;Dinic;Dinic;Dinic;0.005
;Dinic;Dinic;Dinic;Dinic;0.005
;Dinic;Dinic;Dinic;Dinic;Dinic;0.04
;Dinic;Dinic;Dinic;Dinic;Dinic;0.041
;Dinic;Dinic;Dinic;Dinic;Dinic;0.041
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;0.437
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;0.44
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;0.44
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;4.525
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;4.525
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;4.526
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;37.037
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;36.934
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;37.314
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;356.673
