Size;Algorithm;Time
32;KR Mod Dyn;0.00107241
32;KR Mod Dyn;0.000350473
32;KR Mod Dyn;0.000323155
64;KR Mod Dyn;0.00196724
64;KR Mod Dyn;0.00142654
64;KR Mod Dyn;0.00154115
128;KR Mod Dyn;0.00881612
128;KR Mod Dyn;0.00671795
128;KR Mod Dyn;0.00719768
256;KR Mod Dyn;0.0361197
256;KR Mod Dyn;0.0272822
256;KR Mod Dyn;0.0274575
512;KR Mod Dyn;0.225848
512;KR Mod Dyn;0.172737
512;KR Mod Dyn;0.172537
1024;KR Mod Dyn;0.728241
1024;KR Mod Dyn;0.608045
1024;KR Mod Dyn;0.612228
2048;KR Mod Dyn;3.26361
2048;KR Mod Dyn;2.78113
2048;KR Mod Dyn;2.78006
4096;KR Mod Dyn;17.8935
4096;KR Mod Dyn;15.707
4096;KR Mod Dyn;16.1178
