a;b;Algorithm;Time
2;4;KR1992MDRGR;0.000122266
2;4;KR1992MDRGR;9.02834e-005
2;4;KR1992MDRGR;8.26209e-005
2;6;KR1992MDRGR;9.02834e-005
2;6;KR1992MDRGR;7.99558e-005
2;6;KR1992MDRGR;7.49585e-005
3;8;KR1992MDRGR;0.000985122
3;8;KR1992MDRGR;0.000940813
3;8;KR1992MDRGR;0.000943811
3;11;KR1992MDRGR;0.00142221
3;11;KR1992MDRGR;0.0013819
3;11;KR1992MDRGR;0.00138657
4;16;KR1992MDRGR;0.00893839
4;16;KR1992MDRGR;0.00876715
4;16;KR1992MDRGR;0.0087958
5;23;KR1992MDRGR;0.184375
5;23;KR1992MDRGR;0.185887
5;23;KR1992MDRGR;0.184508
6;32;KR1992MDRGR;0.897176
6;32;KR1992MDRGR;0.902746
6;32;KR1992MDRGR;0.903476
7;45;KR1992MDRGR;0.922657
7;45;KR1992MDRGR;0.928247
7;45;KR1992MDRGR;0.923133
8;64;KR1992MDRGR;2.23177
8;64;KR1992MDRGR;2.21569
8;64;KR1992MDRGR;2.20144
10;91;KR1992MDRGR;53.273
10;91;KR1992MDRGR;53.5393
10;91;KR1992MDRGR;53.5419
11;128;KR1992MDRGR;29.7862
11;128;KR1992MDRGR;29.708
11;128;KR1992MDRGR;29.7572
