Size;Algorithm;Time
32;GTDRGR;0.000504721
32;GTDRGR;9.09497e-005
32;GTDRGR;8.79513e-005
64;GTDRGR;0.000465076
64;GTDRGR;0.000464077
64;GTDRGR;0.000469407
128;GTDRGR;0.00227707
128;GTDRGR;0.00230006
128;GTDRGR;0.00227374
256;GTDRGR;0.0150837
256;GTDRGR;0.0154608
256;GTDRGR;0.0150976
512;GTDRGR;0.0691181
512;GTDRGR;0.0697384
512;GTDRGR;0.0627936
1024;GTDRGR;0.629032
1024;GTDRGR;0.637283
1024;GTDRGR;0.640104
2048;GTDRGR;2.95701
2048;GTDRGR;2.99161
2048;GTDRGR;2.98357
4096;GTDRGR;15.582
4096;GTDRGR;15.6252
4096;GTDRGR;15.5994
8192;GTDRGR;68.5684
8192;GTDRGR;71.9662
8192;GTDRGR;71.8604
