a;b;Algorithm;Time
2;4;KR Mod Dyn;0.000891507
2;4;KR Mod Dyn;9.02834e-005
2;4;KR Mod Dyn;8.19547e-005
2;6;KR Mod Dyn;0.000100278
2;6;KR Mod Dyn;8.76182e-005
2;6;KR Mod Dyn;8.29541e-005
3;8;KR Mod Dyn;0.00110372
3;8;KR Mod Dyn;0.00107141
3;8;KR Mod Dyn;0.00103809
3;11;KR Mod Dyn;0.0016211
3;11;KR Mod Dyn;0.0015678
3;11;KR Mod Dyn;0.00159279
4;16;KR Mod Dyn;0.0101317
4;16;KR Mod Dyn;0.00993117
4;16;KR Mod Dyn;0.0099385
5;23;KR Mod Dyn;0.191688
5;23;KR Mod Dyn;0.191942
5;23;KR Mod Dyn;0.19131
6;32;KR Mod Dyn;0.902858
6;32;KR Mod Dyn;0.911515
6;32;KR Mod Dyn;0.906726
7;45;KR Mod Dyn;0.96099
7;45;KR Mod Dyn;0.965576
7;45;KR Mod Dyn;0.962676
8;64;KR Mod Dyn;2.32651
8;64;KR Mod Dyn;2.33033
8;64;KR Mod Dyn;2.33761
10;91;KR Mod Dyn;52.9119
10;91;KR Mod Dyn;53.225
10;91;KR Mod Dyn;52.8567
11;128;KR Mod Dyn;30.5631
11;128;KR Mod Dyn;30.5249
11;128;KR Mod Dyn;30.5227
