;KR;0.413
;KR;0.407
;KR;0.429
;KR;KR;1.773
;KR;KR;1.798
;KR;KR;1.835
;KR;KR;KR;6.152
;KR;KR;KR;6.252
;KR;KR;KR;6.169
;KR;KR;KR;KR;192.36
;KR;KR;KR;KR;185.352
;KR;KR;KR;KR;187.72
