;Dinic;0.001
;Dinic;0.001
;Dinic;0.001
;Dinic;Dinic;0.008
;Dinic;Dinic;0.007
;Dinic;Dinic;0.006
;Dinic;Dinic;Dinic;0.032
;Dinic;Dinic;Dinic;0.027
;Dinic;Dinic;Dinic;0.029
;Dinic;Dinic;Dinic;Dinic;0.137
;Dinic;Dinic;Dinic;Dinic;0.142
;Dinic;Dinic;Dinic;Dinic;0.141
;Dinic;Dinic;Dinic;Dinic;Dinic;0.587
;Dinic;Dinic;Dinic;Dinic;Dinic;0.577
;Dinic;Dinic;Dinic;Dinic;Dinic;0.611
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;2.357
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;2.321
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;2.237
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;8.386
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;7.964
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;7.861
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;47.298
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;45.059
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;46.307
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;224.858
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;235.993
;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;Dinic;234.774
