;GT Dyn;0.001
;GT Dyn;0
;GT Dyn;0.002
;GT Dyn;GT Dyn;0.043
;GT Dyn;GT Dyn;0.041
;GT Dyn;GT Dyn;0.04
;GT Dyn;GT Dyn;GT Dyn;0.036
;GT Dyn;GT Dyn;GT Dyn;0.036
;GT Dyn;GT Dyn;GT Dyn;0.038
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;0.081
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;0.081
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;0.081
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;4.843
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;4.732
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;4.84
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;23.357
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;23.274
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;23.165
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;147.245
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;152.899
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;155.086
;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;GT Dyn;310.058
