a;b;Algorithm;Time
2;4;GTDGRE2;8.22878e-005
2;4;GTDGRE2;5.09718e-005
2;4;GTDGRE2;3.83121e-005
2;6;GTDGRE2;6.22989e-005
2;6;GTDGRE2;5.39701e-005
2;6;GTDGRE2;5.63022e-005
3;8;GTDGRE2;0.000213549
3;8;GTDGRE2;0.00017457
3;8;GTDGRE2;0.000169906
3;11;GTDGRE2;0.000252194
3;11;GTDGRE2;0.000207552
3;11;GTDGRE2;0.000209551
4;16;GTDGRE2;0.00098179
4;16;GTDGRE2;0.000916493
4;16;GTDGRE2;0.000863189
5;23;GTDGRE2;0.00221078
5;23;GTDGRE2;0.00197058
5;23;GTDGRE2;0.00193593
6;32;GTDGRE2;0.00584143
6;32;GTDGRE2;0.00532572
6;32;GTDGRE2;0.00518913
7;45;GTDGRE2;0.0123079
7;45;GTDGRE2;0.0109713
7;45;GTDGRE2;0.0110476
8;64;GTDGRE2;0.0267782
8;64;GTDGRE2;0.0243105
8;64;GTDGRE2;0.0243119
10;91;GTDGRE2;0.0814509
10;91;GTDGRE2;0.0762355
10;91;GTDGRE2;0.0768162
11;128;GTDGRE2;0.13815
11;128;GTDGRE2;0.127723
11;128;GTDGRE2;0.127614
13;181;GTDGRE2;0.433728
13;181;GTDGRE2;0.415113
13;181;GTDGRE2;0.413357
16;256;GTDGRE2;3.44984
16;256;GTDGRE2;3.41593
16;256;GTDGRE2;3.42366
19;362;GTDGRE2;2.95568
19;362;GTDGRE2;2.89848
19;362;GTDGRE2;2.88781
23;512;GTDGRE2;7.56643
23;512;GTDGRE2;7.44502
23;512;GTDGRE2;7.44807
27;724;GTDGRE2;19.2545
27;724;GTDGRE2;19.1391
27;724;GTDGRE2;19.109
32;1024;GTDGRE2;235.178
32;1024;GTDGRE2;235.228
32;1024;GTDGRE2;236.153
