Size;Algorithm;Time
18;KR Mod;5.53027e-005
18;KR Mod;3.23155e-005
18;KR Mod;3.09829e-005
34;KR Mod;7.829e-005
34;KR Mod;6.32983e-005
34;KR Mod;5.83011e-005
66;KR Mod;0.000158579
66;KR Mod;0.000186897
66;KR Mod;0.000131261
130;KR Mod;0.000417103
130;KR Mod;0.000381122
130;KR Mod;0.000382122
258;KR Mod;0.0012693
258;KR Mod;0.00117402
258;KR Mod;0.00115236
514;KR Mod;0.00417969
514;KR Mod;0.00408507
514;KR Mod;0.00411039
1026;KR Mod;0.019276
1026;KR Mod;0.0156713
1026;KR Mod;0.0158089
2050;KR Mod;0.0646332
2050;KR Mod;0.0632743
2050;KR Mod;0.0647125
4098;KR Mod;0.269706
4098;KR Mod;0.269572
4098;KR Mod;0.267648
8194;KR Mod;1.10114
8194;KR Mod;1.08603
8194;KR Mod;1.09249
16386;KR Mod;4.51847
16386;KR Mod;4.51024
16386;KR Mod;4.51233
32770;KR Mod;21.4934
32770;KR Mod;21.3473
32770;KR Mod;21.7549
65538;KR Mod;130.222
65538;KR Mod;132.439
65538;KR Mod;132.305
