Size;Algorithm;Time
32;KR1992GR;0.0160301
32;KR1992GR;0.0156143
32;KR1992GR;0.0156037
64;KR1992GR;0.166441
64;KR1992GR;0.164866
64;KR1992GR;0.164915
128;KR1992GR;1.19049
128;KR1992GR;1.1758
128;KR1992GR;1.17549
256;KR1992GR;9.52124
256;KR1992GR;9.6491
256;KR1992GR;9.52909
