256;GTN3RGR;0.000213215
256;GTN3RGR;0.00019689
256;GTN3RGR;0.000195891
512;GTN3RGR;0.000857856
512;GTN3RGR;0.000834869
512;GTN3RGR;0.0008382
1024;GTN3RGR;0.00194692
1024;GTN3RGR;0.00196491
1024;GTN3RGR;0.00194359
2048;GTN3RGR;0.00350838
2048;GTN3RGR;0.00356602
2048;GTN3RGR;0.00351704
4096;GTN3RGR;0.0152835
4096;GTN3RGR;0.0152775
4096;GTN3RGR;0.0152492
8192;GTN3RGR;0.0392235
8192;GTN3RGR;0.0390689
8192;GTN3RGR;0.0391402
16384;GTN3RGR;0.0685076
16384;GTN3RGR;0.0672306
16384;GTN3RGR;0.0696932
32768;GTN3RGR;0.292823
32768;GTN3RGR;0.290032
32768;GTN3RGR;0.293097
65536;GTN3RGR;0.682275
65536;GTN3RGR;0.706025
65536;GTN3RGR;0.680245
131072;GTN3RGR;2.11408
131072;GTN3RGR;2.11531
131072;GTN3RGR;2.11968
262144;GTN3RGR;8.62733
262144;GTN3RGR;8.49236
262144;GTN3RGR;8.38941
524288;GTN3RGR;31.6339
524288;GTN3RGR;31.9652
524288;GTN3RGR;31.8982
1048576;GTN3RGR;99.6287
1048576;GTN3RGR;100.721
1048576;GTN3RGR;100.749
