a;b;Algorithm;Time
3;3;EK;2.4653e-005
3;3;EK;1.53248e-005
3;3;EK;1.49917e-005
3;3;EK;1.73237e-005
3;3;EK;1.59911e-005
3;3;EK;1.59911e-005
4;4;EK;9.32814e-005
4;4;EK;9.16157e-005
4;4;EK;9.09494e-005
5;5;EK;0.000357468
5;5;EK;0.0003588
5;5;EK;0.000359467
6;6;EK;0.00278612
6;6;EK;0.00278911
6;6;EK;0.00279278
8;8;EK;0.0114166
8;8;EK;0.0115992
8;8;EK;0.011419
10;10;EK;0.0510942
10;10;EK;0.0334524
10;10;EK;0.0340121
13;13;EK;0.188336
13;13;EK;0.189052
13;13;EK;0.190425
16;16;EK;0.706564
16;16;EK;0.706501
16;16;EK;0.706454
20;20;EK;2.78188
20;20;EK;2.77959
20;20;EK;2.78594
25;25;EK;12.1572
25;25;EK;12.1107
25;25;EK;12.1153
32;32;EK;96.7665
32;32;EK;96.2537
32;32;EK;96.9505
40;40;EK;434.915
