256;GTN3RGR;0.000116269
256;GTN3RGR;9.29483e-005
256;GTN3RGR;8.86174e-005
512;GTN3RGR;0.000506052
512;GTN3RGR;0.000494058
512;GTN3RGR;0.000501388
1024;GTN3RGR;0.00188462
1024;GTN3RGR;0.00187995
1024;GTN3RGR;0.00188095
2048;GTN3RGR;0.0045578
2048;GTN3RGR;0.00452215
2048;GTN3RGR;0.00455547
4096;GTN3RGR;0.0154714
4096;GTN3RGR;0.0153201
4096;GTN3RGR;0.0152015
8192;GTN3RGR;0.041883
8192;GTN3RGR;0.0421119
8192;GTN3RGR;0.0417621
16384;GTN3RGR;0.0661692
16384;GTN3RGR;0.0700284
16384;GTN3RGR;0.0688154
32768;GTN3RGR;0.369972
32768;GTN3RGR;0.376015
32768;GTN3RGR;0.376602
65536;GTN3RGR;2.08217
65536;GTN3RGR;2.06968
65536;GTN3RGR;2.06636
131072;GTN3RGR;6.80755
131072;GTN3RGR;6.73449
131072;GTN3RGR;6.77019
262144;GTN3RGR;23.2097
262144;GTN3RGR;22.6608
262144;GTN3RGR;22.5979
524288;GTN3RGR;90.3039
524288;GTN3RGR;89.4903
524288;GTN3RGR;89.3497
1048576;GTN3RGR;270.702
