File;Algorithm;Time
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus1.max;GTDGRE2;1.62163
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth18.max;GTDGRE2;1.51492
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth18.max;GTDGRE2;1.41083
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth18.max;GTDGRE2;1.41465
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth5.max;GTDGRE2;1.31412
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth5.max;GTDGRE2;1.21394
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth5.max;GTDGRE2;1.21535
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth3.max;GTDGRE2;1.82245
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth3.max;GTDGRE2;1.72759
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth3.max;GTDGRE2;1.72976
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth19.max;GTDGRE2;1.71937
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth19.max;GTDGRE2;1.62121
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth19.max;GTDGRE2;1.62057
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus18.max;GTDGRE2;1.69079
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus18.max;GTDGRE2;1.58445
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus18.max;GTDGRE2;1.58221
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus0.max;GTDGRE2;1.88332
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus0.max;GTDGRE2;1.7878
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus0.max;GTDGRE2;1.79113
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth1.max;GTDGRE2;1.66578
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth1.max;GTDGRE2;1.56677
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth1.max;GTDGRE2;1.5772
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth2.max;GTDGRE2;1.57173
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth2.max;GTDGRE2;1.47395
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth2.max;GTDGRE2;1.47912
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth0.max;GTDGRE2;1.61409
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth0.max;GTDGRE2;1.51129
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth0.max;GTDGRE2;1.51575
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus20.max;GTDGRE2;1.77938
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus20.max;GTDGRE2;1.67757
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus20.max;GTDGRE2;1.68518
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus21.max;GTDGRE2;1.81955
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus21.max;GTDGRE2;1.72139
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus21.max;GTDGRE2;1.72485
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth17.max;GTDGRE2;0.161619
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth17.max;GTDGRE2;0.0362136
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-sawtooth\BVZ-sawtooth17.max;GTDGRE2;0.0363865
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus19.max;GTDGRE2;0.162114
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus19.max;GTDGRE2;0.0363619
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\BVZ-venus\BVZ-venus19.max;GTDGRE2;0.0366564
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba9.max;GTDGRE2;1.19653
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba9.max;GTDGRE2;1.03981
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba9.max;GTDGRE2;1.03623
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba1.max;GTDGRE2;2.46953
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba1.max;GTDGRE2;2.29367
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba1.max;GTDGRE2;2.30584
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba10.max;GTDGRE2;2.68042
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba10.max;GTDGRE2;2.50348
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba10.max;GTDGRE2;2.49739
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba6.max;GTDGRE2;1.64344
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba6.max;GTDGRE2;1.45818
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba6.max;GTDGRE2;1.4574
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba5.max;GTDGRE2;1.99685
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba5.max;GTDGRE2;1.80684
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba5.max;GTDGRE2;1.80401
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-sawtooth\KZ2-sawtooth13.max;GTDGRE2;2.00161
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-sawtooth\KZ2-sawtooth13.max;GTDGRE2;1.80694
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-sawtooth\KZ2-sawtooth13.max;GTDGRE2;1.79576
D:\Users\Beier\Documents\MasterThesis\Graphs\ComputerVision\KZ2-tsukuba\KZ2-tsukuba8.max;GTDGRE2;2.29471
