a;b;Algorithm;Time
2;4;GR;0.000548362
2;4;GR;0.00049739
2;4;GR;0.000679955
2;6;GR;0.00071327
2;6;GR;0.000709272
2;6;GR;0.000709272
3;8;GR;0.00379422
3;8;GR;0.00375791
3;8;GR;0.00376557
3;11;GR;0.00615324
3;11;GR;0.00610061
3;11;GR;0.00614491
4;16;GR;0.0263254
4;16;GR;0.0264466
4;16;GR;0.026402
5;23;GR;0.0976487
5;23;GR;0.0979815
5;23;GR;0.0968864
6;32;GR;0.286896
6;32;GR;0.285868
6;32;GR;0.286618
7;45;GR;0.79428
7;45;GR;0.796242
7;45;GR;0.787598
8;64;GR;2.0385
8;64;GR;2.03856
8;64;GR;2.05005
10;91;GR;7.35622
10;91;GR;7.28074
10;91;GR;7.29456
11;128;GR;15.9364
11;128;GR;15.6266
11;128;GR;15.724
13;181;GR;48.9076
13;181;GR;48.4434
13;181;GR;48.3559
16;256;GR;231.606
16;256;GR;230.203
