Size;Algorithm;Time
32;BKLib;0.00127263
32;BKLib;0.00115203
32;BKLib;0.00117236
64;BKLib;0.00593507
64;BKLib;0.00593174
64;BKLib;0.00591275
128;BKLib;0.0312605
128;BKLib;0.0310669
128;BKLib;0.0310403
256;BKLib;0.137988
256;BKLib;0.140006
256;BKLib;0.138445
512;BKLib;0.868515
512;BKLib;0.869932
512;BKLib;0.876622
1024;BKLib;8.61432
1024;BKLib;8.66676
1024;BKLib;8.6153
2048;BKLib;60.9709
2048;BKLib;62.8062
2048;BKLib;61.4066
4096;BKLib;210.651
4096;BKLib;210.451
