a;b;Algorithm;Time
3;2;Dinic;2.49861e-005
3;2;Dinic;9.99444e-006
3;2;Dinic;9.66129e-006
4;2;Dinic;2.23209e-005
4;2;Dinic;2.16546e-005
4;2;Dinic;2.06552e-005
5;2;Dinic;4.79733e-005
5;2;Dinic;4.53081e-005
5;2;Dinic;4.53081e-005
7;3;Dinic;0.000272848
7;3;Dinic;0.000274514
7;3;Dinic;0.00026985
9;3;Dinic;0.000601332
9;3;Dinic;0.000601332
9;3;Dinic;0.000601665
12;3;Dinic;0.0014422
12;3;Dinic;0.00143787
12;3;Dinic;0.00144253
16;4;Dinic;0.00651138
16;4;Dinic;0.00655069
16;4;Dinic;0.00654602
21;5;Dinic;0.0223656
21;5;Dinic;0.0223409
21;5;Dinic;0.0223436
28;5;Dinic;0.0659986
28;5;Dinic;0.0661575
28;5;Dinic;0.065936
37;6;Dinic;0.215594
37;6;Dinic;0.214398
37;6;Dinic;0.216591
49;7;Dinic;0.637601
49;7;Dinic;0.636123
49;7;Dinic;0.646689
64;8;Dinic;2.54598
64;8;Dinic;2.49979
64;8;Dinic;2.52729
84;9;Dinic;12.143
84;9;Dinic;11.9669
84;9;Dinic;11.9707
111;11;Dinic;37.105
111;11;Dinic;36.8789
111;11;Dinic;37.0088
147;12;Dinic;109.868
147;12;Dinic;109.545
147;12;Dinic;110.12
194;14;Dinic;368.631
