a;b;Algorithm;Time
3;3;KR1992GR;0.00226907
3;3;KR1992GR;0.00222876
3;3;KR1992GR;0.00220244
3;3;KR1992GR;0.00213881
3;3;KR1992GR;0.00206818
3;3;KR1992GR;0.00204153
4;4;KR1992GR;0.0149917
4;4;KR1992GR;0.0151869
4;4;KR1992GR;0.0147345
5;5;KR1992GR;0.0642659
5;5;KR1992GR;0.0619499
5;5;KR1992GR;0.0618003
6;6;KR1992GR;0.209983
6;6;KR1992GR;0.208659
6;6;KR1992GR;0.212396
8;8;KR1992GR;1.39259
8;8;KR1992GR;1.39893
8;8;KR1992GR;1.40169
10;10;KR1992GR;6.46456
10;10;KR1992GR;6.39613
10;10;KR1992GR;6.43858
13;13;KR1992GR;279.244
13;13;KR1992GR;235.982
13;13;KR1992GR;234.587
