256;GTN3GR;0.000717934
256;GTN3GR;0.000690283
256;GTN3GR;0.000692948
512;GTN3GR;0.00415469
512;GTN3GR;0.0040794
512;GTN3GR;0.00408606
1024;GTN3GR;0.0234383
1024;GTN3GR;0.0235329
1024;GTN3GR;0.0234316
2048;GTN3GR;0.0981877
2048;GTN3GR;0.0984982
2048;GTN3GR;0.098854
4096;GTN3GR;0.57876
4096;GTN3GR;0.580093
4096;GTN3GR;0.577559
8192;GTN3GR;2.97428
8192;GTN3GR;2.97976
8192;GTN3GR;2.98082
16384;GTN3GR;12.9317
16384;GTN3GR;12.9845
16384;GTN3GR;12.9596
32768;GTN3GR;104.002
32768;GTN3GR;105.324
32768;GTN3GR;103.901
