6;KR Mod;4.63077e-005
6;KR Mod;1.86563e-005
6;KR Mod;1.3326e-005
10;KR Mod;4.23099e-005
10;KR Mod;4.09773e-005
10;KR Mod;3.29818e-005
18;KR Mod;0.0001809
18;KR Mod;0.000135925
18;KR Mod;0.000127596
34;KR Mod;0.000733594
34;KR Mod;0.000702278
34;KR Mod;0.000615659
66;KR Mod;0.00344543
66;KR Mod;0.00298368
66;KR Mod;0.00306397
130;KR Mod;0.021165
130;KR Mod;0.0197554
130;KR Mod;0.0196165
258;KR Mod;0.164298
258;KR Mod;0.161517
258;KR Mod;0.159429
514;KR Mod;1.66359
514;KR Mod;1.59259
514;KR Mod;1.56341
1026;KR Mod;20.2709
1026;KR Mod;20.1776
1026;KR Mod;20.249
2050;KR Mod;204.959
2050;KR Mod;204.26
2050;KR Mod;203.835
