Size;Algorithm;Time
32;BKLib;0.0010884
32;BKLib;0.00101544
32;BKLib;0.00101677
64;BKLib;0.00529042
64;BKLib;0.00542435
64;BKLib;0.00522446
128;BKLib;0.0300988
128;BKLib;0.0307831
128;BKLib;0.0299465
256;BKLib;0.157784
256;BKLib;0.157719
256;BKLib;0.157636
512;BKLib;0.883761
512;BKLib;0.886065
512;BKLib;0.883729
1024;BKLib;8.69805
1024;BKLib;8.70028
1024;BKLib;8.69721
2048;BKLib;32.5814
2048;BKLib;32.5773
2048;BKLib;32.612
4096;BKLib;494.895
