Size;Algorithm;Time
18;EKLib;0.000461411
18;EKLib;0.000401445
18;EKLib;0.00040411
34;EKLib;0.00139523
34;EKLib;0.00134859
34;EKLib;0.00134026
66;EKLib;0.00497358
66;EKLib;0.00487763
66;EKLib;0.0049316
130;EKLib;0.0185934
130;EKLib;0.0185777
130;EKLib;0.0185767
258;EKLib;0.0735676
258;EKLib;0.0733904
258;EKLib;0.0730729
514;EKLib;0.296882
514;EKLib;0.295745
514;EKLib;0.292136
1026;EKLib;1.17845
1026;EKLib;1.16763
1026;EKLib;1.16194
2050;EKLib;4.65155
2050;EKLib;4.65363
2050;EKLib;4.65218
4098;EKLib;18.5734
4098;EKLib;18.5616
4098;EKLib;18.5513
8194;EKLib;77.0701
8194;EKLib;75.805
8194;EKLib;76.3
16386;EKLib;330.356
