Size;Algorithm;Time
32;BKLib;0.00119501
32;BKLib;0.00107307
32;BKLib;0.00100944
64;BKLib;0.00497791
64;BKLib;0.00496958
64;BKLib;0.00507986
128;BKLib;0.0314822
128;BKLib;0.0308636
128;BKLib;0.030057
256;BKLib;0.157307
256;BKLib;0.157563
256;BKLib;0.156956
512;BKLib;0.8848
512;BKLib;0.888711
512;BKLib;0.886829
1024;BKLib;8.7826
1024;BKLib;8.73474
1024;BKLib;8.78351
2048;BKLib;32.8954
2048;BKLib;32.8891
2048;BKLib;32.8891
4096;BKLib;500.123
