6;GTLib;0.000163576
6;GTLib;0.000109606
6;GTLib;0.000111938
10;GTLib;0.000386786
10;GTLib;0.000373793
10;GTLib;0.000374459
18;GTLib;0.00159612
18;GTLib;0.00159179
18;GTLib;0.00159612
34;GTLib;0.00742956
34;GTLib;0.00743622
34;GTLib;0.00744288
66;GTLib;0.041015
66;GTLib;0.0411179
66;GTLib;0.0411549
130;GTLib;0.254323
130;GTLib;0.254066
130;GTLib;0.25398
258;GTLib;1.72968
258;GTLib;1.73076
258;GTLib;1.73019
514;GTLib;13.3499
514;GTLib;13.3669
514;GTLib;13.3382
1026;GTLib;100.88
1026;GTLib;100.866
1026;GTLib;100.847
