a;b;Algorithm;Time
3;3;BKLib;0.000296503
3;3;BKLib;0.000256858
3;3;BKLib;0.000253193
3;3;BKLib;0.000260856
3;3;BKLib;0.000252527
3;3;BKLib;0.000251861
4;4;BKLib;0.000905499
4;4;BKLib;0.00089817
4;4;BKLib;0.000901501
5;5;BKLib;0.00291239
5;5;BKLib;0.00291172
5;5;BKLib;0.00290639
6;6;BKLib;0.0074159
6;6;BKLib;0.00741023
6;6;BKLib;0.00733328
8;8;BKLib;0.0254922
8;8;BKLib;0.0252294
8;8;BKLib;0.0251794
10;10;BKLib;0.0961135
10;10;BKLib;0.0961968
10;10;BKLib;0.0958843
13;13;BKLib;0.410236
13;13;BKLib;0.408522
13;13;BKLib;0.409542
16;16;BKLib;1.24093
16;16;BKLib;1.24092
16;16;BKLib;1.24156
20;20;BKLib;4.47983
20;20;BKLib;4.48127
20;20;BKLib;4.47733
25;25;BKLib;24.9039
25;25;BKLib;24.909
25;25;BKLib;24.9271
32;32;BKLib;130.754
32;32;BKLib;130.662
32;32;BKLib;130.646
