a;b;Algorithm;Time
2;4;BKLib;0.000189895
2;4;BKLib;0.000147252
2;4;BKLib;0.000149251
2;6;BKLib;0.000221544
2;6;BKLib;0.000215547
2;6;BKLib;0.00021155
3;8;BKLib;0.00126863
3;8;BKLib;0.0012663
3;8;BKLib;0.00126663
3;11;BKLib;0.0019849
3;11;BKLib;0.00198224
3;11;BKLib;0.00198224
4;16;BKLib;0.0098269
4;16;BKLib;0.00982157
4;16;BKLib;0.00981424
5;23;BKLib;0.0200882
5;23;BKLib;0.01987
5;23;BKLib;0.0198943
6;32;BKLib;0.0465303
6;32;BKLib;0.0466565
6;32;BKLib;0.0465922
7;45;BKLib;0.211195
7;45;BKLib;0.21111
7;45;BKLib;0.210969
8;64;BKLib;0.538818
8;64;BKLib;0.539532
8;64;BKLib;0.537129
10;91;BKLib;1.81508
10;91;BKLib;1.82003
10;91;BKLib;1.8195
11;128;BKLib;4.20221
11;128;BKLib;4.20383
11;128;BKLib;4.20288
13;181;BKLib;13.4737
13;181;BKLib;13.4681
13;181;BKLib;13.4706
16;256;BKLib;57.978
16;256;BKLib;57.9243
16;256;BKLib;57.9286
19;362;BKLib;181.112
19;362;BKLib;180.618
19;362;BKLib;180.584
