Size;Algorithm;Time
32;Dinic;3.03165e-005
32;Dinic;2.59855e-005
32;Dinic;2.6985e-005
64;Dinic;8.59522e-005
64;Dinic;8.22876e-005
64;Dinic;8.42864e-005
128;Dinic;0.000291171
128;Dinic;0.000291504
128;Dinic;0.000286507
256;Dinic;0.00122299
256;Dinic;0.00122565
256;Dinic;0.00121866
512;Dinic;0.0065267
512;Dinic;0.00572981
512;Dinic;0.00584608
1024;Dinic;0.0410875
1024;Dinic;0.0423484
1024;Dinic;0.038375
2048;Dinic;0.166841
2048;Dinic;0.166057
2048;Dinic;0.166406
4096;Dinic;0.775713
4096;Dinic;0.750683
4096;Dinic;0.749841
8192;Dinic;3.01228
8192;Dinic;3.29882
8192;Dinic;3.30214
