Size;Algorithm;Time
32;Dinic;4.56413e-005
32;Dinic;3.53137e-005
32;Dinic;3.49805e-005
64;Dinic;0.000119267
64;Dinic;0.000115269
64;Dinic;0.000116935
128;Dinic;0.000219545
128;Dinic;0.000216546
128;Dinic;0.000215547
256;Dinic;0.000966795
256;Dinic;0.00097146
256;Dinic;0.000970127
512;Dinic;0.00499889
512;Dinic;0.00493625
512;Dinic;0.0050382
1024;Dinic;0.0300549
1024;Dinic;0.0286837
1024;Dinic;0.0301316
2048;Dinic;0.136955
2048;Dinic;0.143823
2048;Dinic;0.136852
4096;Dinic;0.626983
4096;Dinic;0.601234
4096;Dinic;0.602643
8192;Dinic;2.46127
8192;Dinic;2.71387
8192;Dinic;2.71619
