Size;Algorithm;Time
18;Dinic;2.43198e-005
18;Dinic;1.86563e-005
18;Dinic;1.799e-005
34;Dinic;4.39755e-005
34;Dinic;4.26429e-005
34;Dinic;4.26429e-005
66;Dinic;0.000115602
66;Dinic;0.000109273
66;Dinic;0.000115269
130;Dinic;0.000373459
130;Dinic;0.00037146
130;Dinic;0.000384453
258;Dinic;0.00150683
258;Dinic;0.00152349
258;Dinic;0.0014955
514;Dinic;0.00603231
514;Dinic;0.005996
514;Dinic;0.00599866
1026;Dinic;0.0142704
1026;Dinic;0.0142731
1026;Dinic;0.0142501
2050;Dinic;0.0630053
2050;Dinic;0.0678483
2050;Dinic;0.062942
4098;Dinic;0.266336
4098;Dinic;0.265173
4098;Dinic;0.264492
8194;Dinic;1.10179
8194;Dinic;1.09518
8194;Dinic;1.09371
16386;Dinic;4.50281
16386;Dinic;4.50299
16386;Dinic;4.54642
32770;Dinic;18.3132
32770;Dinic;18.7214
32770;Dinic;18.2469
65538;Dinic;116.516
65538;Dinic;116.72
65538;Dinic;116.576
