a;b;Algorithm;Time
2;4;KR1992;0.001
2;4;KR1992;0.001
2;4;KR1992;0.001
2;5;KR1992;0.001
2;5;KR1992;0.002
2;5;KR1992;0.001
2;8;KR1992;0.004
2;8;KR1992;0.004
2;8;KR1992;0.003
3;11;KR1992;0.045
3;11;KR1992;0.042
3;11;KR1992;0.041
4;16;KR1992;0.308
4;16;KR1992;0.31
4;16;KR1992;0.313
4;22;KR1992;0.552
4;22;KR1992;0.555
4;22;KR1992;0.554
5;32;KR1992;3.079
5;32;KR1992;2.996
5;32;KR1992;2.998
6;45;KR1992;23.135
6;45;KR1992;12.893
6;45;KR1992;12.962
