Size;Algorithm;Time
32;GT N3;0
32;GT N3;0
32;GT N3;0
64;GT N3;0
64;GT N3;0
64;GT N3;0
128;GT N3;0.002
128;GT N3;0.003
128;GT N3;0.003
256;GT N3;0.039
256;GT N3;0.039
256;GT N3;0.039
512;GT N3;0.004
512;GT N3;0.005
512;GT N3;0.004
1024;GT N3;1.944
1024;GT N3;1.903
1024;GT N3;1.913
2048;GT N3;2.88
2048;GT N3;2.86
2048;GT N3;2.883
4096;GT N3;192.925
4096;GT N3;191.686
4096;GT N3;193.061
