Size;Algorithm;Time
4098;EK;0.175
4098;EK;0.169
4098;EK;0.167
4098;Dinic;0.331
4098;Dinic;0.324
4098;Dinic;0.325
4098;GT N3;0.065
4098;GT N3;0.069
4098;GT N3;0.065
4098;GT Dyn;0.041
4098;GT Dyn;0.04
4098;GT Dyn;0.042
;;
;;
;;
4098;KR Mod;0.232
4098;KR Mod;0.234
4098;KR Mod;0.259
4098;GR;2.628
4098;GR;2.643
4098;GR;2.634
8194;EK;0.695
8194;EK;0.683
8194;EK;0.69
8194;Dinic;1.363
8194;Dinic;1.354
8194;Dinic;1.35
8194;GT N3;0.231
8194;GT N3;0.232
8194;GT N3;0.23
8194;GT Dyn;0.115
8194;GT Dyn;0.116
8194;GT Dyn;0.116
;;
;;
;;
8194;KR Mod;1.004
8194;KR Mod;0.999
8194;KR Mod;1.056
8194;GR;7.655
8194;GR;7.674
8194;GR;7.637
16386;EK;2.769
16386;EK;2.85
16386;EK;2.747
16386;Dinic;5.675
16386;Dinic;5.672
16386;Dinic;5.715
16386;GT N3;0.85
16386;GT N3;0.845
16386;GT N3;0.841
16386;GT Dyn;0.332
16386;GT Dyn;0.335
16386;GT Dyn;0.336
;;
;;
;;
16386;KR Mod;4.357
16386;KR Mod;3.976
16386;KR Mod;3.981
16386;GR;26.493
16386;GR;26.503
16386;GR;26.496
32770;EK;11.174
32770;EK;11.423
32770;EK;11.655
32770;Dinic;24.281
32770;Dinic;24.139
32770;Dinic;24.13
32770;GT N3;3.139
32770;GT N3;3.232
32770;GT N3;3.234
32770;GT Dyn;0.936
32770;GT Dyn;0.943
32770;GT Dyn;0.929
;;
;;
;;
32770;KR Mod;19.026
32770;KR Mod;19.087
32770;KR Mod;19.466
