Size;Algorithm;Time
32;EK;8.56193e-005
32;EK;6.96281e-005
32;EK;8.16215e-005
64;EK;0.000563022
64;EK;0.000563355
64;EK;0.000569018
128;EK;0.00499124
128;EK;0.0049366
128;EK;0.0049426
256;EK;0.0374996
256;EK;0.037314
256;EK;0.0377211
512;EK;0.357553
512;EK;0.35988
512;EK;0.360564
1024;EK;4.24759
1024;EK;4.15681
1024;EK;4.17532
2048;EK;33.7787
2048;EK;33.7646
2048;EK;33.6992
4096;EK;299.242
4096;EK;297.067
