Size;Algorithm;Time
32;KR Mod Dyn;0.00212882
32;KR Mod Dyn;0.0019206
32;KR Mod Dyn;0.00193426
64;KR Mod Dyn;0.0178471
64;KR Mod Dyn;0.0170799
64;KR Mod Dyn;0.0168907
128;KR Mod Dyn;0.160041
128;KR Mod Dyn;0.156949
128;KR Mod Dyn;0.156018
256;KR Mod Dyn;1.89794
256;KR Mod Dyn;1.76237
256;KR Mod Dyn;1.77083
512;KR Mod Dyn;33.166
512;KR Mod Dyn;33.1364
512;KR Mod Dyn;32.9958
1024;KR Mod Dyn;300.992
1024;KR Mod Dyn;297.425
