Size;Algorithm;Time
32;KR Mod Dyn;0.000605665
32;KR Mod Dyn;0.000377791
32;KR Mod Dyn;0.000355803
64;KR Mod Dyn;0.00166208
64;KR Mod Dyn;0.00108673
64;KR Mod Dyn;0.00122965
128;KR Mod Dyn;0.00844333
128;KR Mod Dyn;0.00601034
128;KR Mod Dyn;0.00599069
256;KR Mod Dyn;0.0416166
256;KR Mod Dyn;0.0309909
256;KR Mod Dyn;0.04157
512;KR Mod Dyn;0.258718
512;KR Mod Dyn;0.201919
512;KR Mod Dyn;0.199543
1024;KR Mod Dyn;1.02912
1024;KR Mod Dyn;0.996771
1024;KR Mod Dyn;0.894484
2048;KR Mod Dyn;5.08142
2048;KR Mod Dyn;3.91145
2048;KR Mod Dyn;4.55919
4096;KR Mod Dyn;18.5377
4096;KR Mod Dyn;14.2386
4096;KR Mod Dyn;16.2988
8192;KR Mod Dyn;353.696
