Size;Algorithm;Time
32;KR;0.0159872
32;KR;0.0160505
32;KR;0.0165112
64;KR;0.169086
64;KR;0.169664
64;KR;0.165095
128;KR;1.19766
128;KR;1.17605
128;KR;1.18075
256;KR;9.54976
256;KR;9.5513
256;KR;9.50378
