Size;Algorithm;Time
32;KR1992GR;0.0178428
32;KR1992GR;0.0154488
32;KR1992GR;0.0156353
64;KR1992GR;0.169999
64;KR1992GR;0.167348
64;KR1992GR;0.161902
128;KR1992GR;1.18146
128;KR1992GR;1.16951
128;KR1992GR;1.16805
256;KR1992GR;9.4522
256;KR1992GR;9.51673
256;KR1992GR;9.56636
