Size;Algorithm;Time
32;GR;0.00363332
32;GR;0.0037336
32;GR;0.00357535
64;GR;0.0177235
64;GR;0.0174264
64;GR;0.017435
128;GR;0.1017
128;GR;0.10177
128;GR;0.10231
256;GR;0.672073
256;GR;0.662856
256;GR;0.667969
512;GR;5.1537
512;GR;5.13726
512;GR;5.2056
1024;GR;52.9615
1024;GR;53.158
1024;GR;53.3491
2048;GR;536.55
2048;GR;535.863
2048;GR;540.877
