Size;Algorithm;Time
32;KR1992M3GR;0.000467075
32;KR1992M3GR;0.000294504
32;KR1992M3GR;0.00027718
64;KR1992M3GR;0.00172971
64;KR1992M3GR;0.001197
64;KR1992M3GR;0.00143087
128;KR1992M3GR;0.00791429
128;KR1992M3GR;0.00600701
128;KR1992M3GR;0.00599402
256;KR1992M3GR;0.0386539
256;KR1992M3GR;0.0303542
256;KR1992M3GR;0.0301503
512;KR1992M3GR;0.190012
512;KR1992M3GR;0.156821
512;KR1992M3GR;0.156357
1024;KR1992M3GR;0.861212
1024;KR1992M3GR;0.802466
1024;KR1992M3GR;0.728775
2048;KR1992M3GR;3.99866
2048;KR1992M3GR;3.76461
2048;KR1992M3GR;3.47232
4096;KR1992M3GR;18.5615
4096;KR1992M3GR;17.3549
4096;KR1992M3GR;16.3677
